CIP_Sample_Code	UCD_Sample_Code	UCD_Sample_Numeric	Non_inducer	Inducer	Monica_ploidy	KRA_Background_Ploidy	Monica_KRA_ploidy_concordant	KRA_aneuploidy_notes	Predicted_chrom_number	Parent_assoc_aneuploidy	Phureja_marker_phenotype	Other notes	numerical_aneuploidy	broken_chromosome
CIP316601.284	MM1006	1006	C93154	PL4	4x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316601.285	MM1007	1007	C93154	PL4	4x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316601.286	MM1008	1008	C93154	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316601.287	MM1009	1009	C93154	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316601.288	MM1010	1010	C93154	PL4	4x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316601.289	MM1011	1011	C93154	PL4	4x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP516004.118	MM1012	1012	WA077	IVP35	4x	4x	TRUE	clean	24	NA	PM	NA	.	.
CIP516004.119	MM1013	1013	WA077	IVP35	2x	2x	TRUE	2x+11S.11L	25	non-inducer	putDH	NA	numerical	.
CIP316601.290	MM1014	1014	C93154	PL4	4x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316601.291	MM1015	1015	C93154	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316601.292	MM1016	1016	C93154	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316601.293	MM1017	1017	C93154	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316601.294	MM1018	1018	C93154	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316601.295	MM1019	1019	C93154	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316601.296	MM1020	1020	C93154	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316601.297	MM1021	1021	C93154	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316601.298	MM1022	1022	C93154	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316601.299	MM1023	1023	C93154	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316601.300	MM1024	1024	C93154	PL4	4x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316601.301	MM1025	1025	C93154	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316601.302	MM1026	1026	C93154	PL4	2x	NA	NA	2x+5S.5L	25	non-inducer	putDH	NA	numerical	.
CIP316601.303	MM1027	1027	C93154	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316601.304	MM1028	1028	C93154	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316601.305	MM1029	1029	C93154	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316601.306	MM1030	1030	C93154	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316601.307	MM1031	1031	C93154	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316601.308	MM1032	1032	C93154	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316601.309	MM1033	1033	C93154	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316601.310	MM1034	1034	C93154	PL4	4x	NA	NA	4x-3L	NA	inducer	atiPM	shatter watch	.	broken
CIP316601.311	MM1035	1035	C93154	PL4	4x	NA	NA	4x-5L-9S	NA	inducer	atiPM	shatter watch	.	broken
CIP516020.022	MM1036	1036	WA077	PL4	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516020.023	MM1037	1037	WA077	PL4	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516020.024	MM1038	1038	WA077	PL4	2x	2x	TRUE	NA	24	NA	putDH	NA	.	.
CIP516010.001	MM1039	1039	Atlantic	PL4	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516010.002	MM1040	1040	Atlantic	PL4	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516010.003	MM1041	1041	Atlantic	PL4	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516010.004	MM1042	1042	Atlantic	PL4	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516010.005	MM1043	1043	Atlantic	PL4	2x	2x	TRUE	2x+7S	25	non-inducer	putDH	NA	.	broken
CIP516015.012	MM1044	1044	LR00014	IVP101	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516015.013	MM1045	1045	LR00014	IVP101	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516015.014	MM1046	1046	LR00014	IVP101	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516015.015	MM1047	1047	LR00014	IVP101	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516015.016	MM1048	1048	LR00014	IVP101	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516015.017	MM1049	1049	LR00014	IVP101	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516015.018	MM1050	1050	LR00014	IVP101	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516015.019	MM1051	1051	LR00014	IVP101	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516015.020	MM1052	1052	LR00014	IVP101	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516015.021	MM1053	1053	LR00014	IVP101	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516015.022	MM1054	1054	LR00014	IVP101	2x	2x	TRUE	clean	24	NA	atiDH	NA	.	.
CIP516015.023	MM1055	1055	LR00014	IVP101	2x	2x	TRUE	clean	24	NA	atiDH	NA	.	.
CIP516015.024	MM1056	1056	LR00014	IVP101	2x	2x	TRUE	2x-10S.10L	23	non-inducer	atiDH	NA	numerical	.
CIP516015.025	MM1057	1057	LR00014	IVP101	3x	3x	TRUE	clean	36	NA	PM	NA	.	.
CIP516015.026	MM1058	1058	LR00014	IVP101	3x	3x	TRUE	clean	36	NA	PM	NA	.	.
CIP516015.027	MM1059	1059	LR00014	IVP101	4x	NA	NA	clean	NA	NA	atiPM	NA	.	.
CIP516015.028	MM1060	1060	LR00014	IVP101	3x	3x	TRUE	3x-1S.1L	35	non-inducer	PM	NA	numerical	.
CIP516015.029	MM1061	1061	LR00014	IVP101	3x	3x	TRUE	clean	36	NA	putDH	NA	.	.
CIP516015.030	MM1062	1062	LR00014	IVP101	2x	4x	FALSE	clean	NA	NA	putDH	NA	.	.
CIP316619.020	MM1063	1063	LR00022	IVP101	2x	NA	NA	possible mini4	24	clean	putDH	shatter watch	.	.
CIP316619.021	MM1064	1064	LR00022	IVP101	4x	NA	NA	4x-2L-7L-11L-11L	NA	NA	atiPM	shatter watch	.	broken
CIP316608.020	MM1065	1065	C01020	IVP101	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316608.021	MM1066	1066	C01020	IVP101	2x	NA	NA	2x+3S.3L	25	non-inducer	putDH	NA	.	.
CIP316608.022	MM1067	1067	C01020	IVP101	2x	NA	NA	NA	24	NA	putDH	withhold	.	.
CIP316608.023	MM1068	1068	C01020	IVP101	4x	NA	NA	4x-1L-3L	NA	-1L non-inducer -3L non-inducer	putDH	shatter watch	.	broken
CIP516018.001	MM1069	1069	Y84027	IVP101	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP516018.002	MM1070	1070	Y84027	IVP101	2x	NA	NA	2x+2S.2L	25	NA	putDH	NA	numerical	.
CIP516018.003	MM1071	1071	Y84027	IVP101	2x	NA	NA	2x+3S.3L	25	NA	putDH	NA	numerical	.
CIP516018.004	MM1072	1072	Y84027	IVP101	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP516018.005	MM1073	1073	Y84027	IVP101	2x	NA	NA	2x+complex1-10L-11S-12S	NA	NA	PM	shatter watch	.	broken
CIP516018.006	MM1074	1074	Y84027	IVP101	4x	NA	NA	4x+complex12S.12L	NA	NA	atiPM	shatter watch	.	broken
CIP516017.001	MM1075	1075	C90170	IVP101	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP516019.001	MM1076	1076	93.003	IVP101	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP516019.002	MM1077	1077	93.003	IVP101	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP516019.003	MM1078	1078	93.003	IVP101	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP516019.004	MM1079	1079	93.003	IVP101	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP516019.005	MM1080	1080	93.003	IVP101	2x	NA	NA	clean	24	NA	putDH	withhold	.	.
CIP516019.006	MM1081	1081	93.003	IVP101	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP516019.007	MM1082	1082	93.003	IVP101	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP516019.008	MM1083	1083	93.003	IVP101	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP516019.009	MM1084	1084	93.003	IVP101	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP516019.010	MM1085	1085	93.003	IVP101	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP516019.011	MM1086	1086	93.003	IVP101	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP516019.012	MM1087	1087	93.003	IVP101	2x	NA	NA	clean	24	NA	putDH	withhold	.	.
CIP516014.001	MM1088	1088	458	IVP101	2x	NA	NA	clean	24	NA	atiPM	NA	.	.
CIP516014.002	MM1089	1089	458	IVP101	2x	NA	NA	2x+8S.8L	25	NA	putDH	NA	numerical	.
CIP516014.003	MM1090	1090	458	IVP101	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP516014.004	MM1091	1091	458	IVP101	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP516014.005	MM1092	1092	458	IVP101	4x	NA	NA	4x-3S.3L-8S.8L	NA	NA	PM	shatter watch	numerical	.
CIP516014.006	MM1093	1093	458	IVP101	2x	NA	NA	clean	24	NA	atiDH	NA	.	.
CIP516007.010	MM1094	1094	WA077	IVP101	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516007.011	MM1095	1095	WA077	IVP101	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516007.012	MM1096	1096	WA077	IVP101	2x	2x	TRUE	2x+4S.4L	25	non-inducer	putDH	NA	numerical	.
CIP516007.013	MM1097	1097	WA077	IVP101	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516007.014	MM1098	1098	WA077	IVP101	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516007.015	MM1099	1099	WA077	IVP101	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516007.016	MM1100	1100	WA077	IVP101	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516007.017	MM1101	1101	WA077	IVP101	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516007.018	MM1102	1102	WA077	IVP101	4x	NA	NA	NA	24	NA	putDH	withhold	.	.
CIP516007.019	MM1103	1103	WA077	IVP101	4x	2x	FALSE	clean	24	NA	putDH	NA	.	.
CIP516007.020	MM1104	1104	WA077	IVP101	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516007.021	MM1105	1105	WA077	IVP101	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516007.022	MM1106	1106	WA077	IVP101	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516007.023	MM1107	1107	WA077	IVP101	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516007.024	MM1108	1108	WA077	IVP101	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516007.025	MM1109	1109	WA077	IVP101	2x	2x	TRUE	2x+5S.5L	25	non-inducer	putDH	NA	numerical	.
CIP516007.026	MM1110	1110	WA077	IVP101	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516007.027	MM1111	1111	WA077	IVP101	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516007.028	MM1112	1112	WA077	IVP101	2x	2x	TRUE	NA	24	NA	putDH	NA	.	.
CIP516007.029	MM1113	1113	WA077	IVP101	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516007.030	MM1114	1114	WA077	IVP101	2x	2x	TRUE	2x+3S.3L+8S.8L+9S.9L	27	inducer	putDH	shatter watch; resequenced to higher depth	numerical	.
CIP516007.031	MM1115	1115	WA077	IVP101	2x	2x	TRUE	2x+1S.1L	25	non-inducer	putDH	NA	numerical	.
CIP516007.032	MM1116	1116	WA077	IVP101	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516007.033	MM1117	1117	WA077	IVP101	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516007.034	MM1118	1118	WA077	IVP101	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516007.035	MM1119	1119	WA077	IVP101	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516007.036	MM1120	1120	WA077	IVP101	2x	2x	TRUE	2x+8S.8L	25	non-inducer	putDH	NA	numerical	.
CIP516007.037	MM1121	1121	WA077	IVP101	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516007.038	MM1122	1122	WA077	IVP101	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516007.039	MM1123	1123	WA077	IVP101	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516007.040	MM1124	1124	WA077	IVP101	2x	2x	TRUE	clean	24	NA	atiDH	NA	.	.
CIP516007.041	MM1125	1125	WA077	IVP101	4x	4x	TRUE	4x-1L-3L-7L	NA	inducer	atiPM	shatter watch	.	broken
CIP516007.042	MM1126	1126	WA077	IVP101	4x	4x	TRUE	4x-5S.5L+12S+12S	NA	-5S.5L non-inducer +12S unclear	PM	shatter watch; consistent with 6 copies of 12S, 2 from inducer 4 from non-inducer	numerical	broken
CIP516007.043	MM1127	1127	WA077	IVP101	3x	3x	TRUE	clean	24	NA	PM	NA	.	.
CIP516011.001	MM1128	1128	Desiree	IVP101	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP516011.002	MM1129	1129	Desiree	IVP101	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP516006.034	MM1130	1130	LR00014	IVP35	2x	NA	NA	clean	24	NA	putDH	recheck when I have better SNPs	.	.
CIP516006.035	MM1131	1131	LR00014	IVP35	2x	NA	NA	clean	24	NA	putDH	recheck when I have better SNPs	.	.
CIP516006.036	MM1132	1132	LR00014	IVP35	2x	NA	NA	clean	24	NA	putDH	recheck when I have better SNPs	.	.
CIP516006.037	MM1133	1133	LR00014	IVP35	2x	NA	NA	clean	24	NA	putDH	recheck when I have better SNPs	.	.
CIP516006.038	MM1134	1134	LR00014	IVP35	2x	NA	NA	clean	24	NA	putDH	recheck when I have better SNPs	.	.
CIP516006.039	MM1135	1135	LR00014	IVP35	2x	NA	NA	clean	24	NA	putDH	recheck when I have better SNPs	.	.
CIP516006.040	MM1136	1136	LR00014	IVP35	2x	NA	NA	clean	24	NA	putDH	recheck when I have better SNPs	.	.
CIP516006.041	MM1137	1137	LR00014	IVP35	2x	NA	NA	clean	24	NA	putDH	recheck when I have better SNPs	.	.
CIP516006.042	MM1138	1138	LR00014	IVP35	2x	NA	NA	clean	24	NA	putDH	recheck when I have better SNPs	.	.
CIP516006.043	MM1139	1139	LR00014	IVP35	2x	NA	NA	clean	24	NA	putDH	recheck when I have better SNPs	.	.
CIP516006.044	MM1140	1140	LR00014	IVP35	2x	NA	NA	clean	24	NA	putDH	recheck when I have better SNPs	.	.
CIP516006.045	MM1141	1141	LR00014	IVP35	2x	4x	FALSE	4x-3S.3L-4S.4L-6S	NA	NA	putDH	recheck when I have better SNPs	numerical	broken
CIP516006.046	MM1142	1142	LR00014	IVP35	2x	NA	NA	clean	24	NA	putDH	recheck when I have better SNPs	.	.
CIP516006.047	MM1143	1143	LR00014	IVP35	2x	NA	NA	clean	24	NA	putDH	recheck when I have better SNPs	.	.
CIP516006.048	MM1144	1144	LR00014	IVP35	2x	NA	NA	clean	24	NA	putDH	recheck when I have better SNPs	.	.
CIP516006.049	MM1145	1145	LR00014	IVP35	2x	NA	NA	clean	24	NA	putDH	recheck when I have better SNPs	.	.
CIP516006.050	MM1146	1146	LR00014	IVP35	2x	NA	NA	clean	24	NA	putDH	recheck when I have better SNPs	.	.
CIP516006.051	MM1147	1147	LR00014	IVP35	2x	NA	NA	clean	24	NA	putDH	recheck when I have better SNPs	.	.
CIP516006.052	MM1148	1148	LR00014	IVP35	2x	NA	NA	clean	24	NA	putDH	recheck when I have better SNPs	.	.
CIP516006.053	MM1149	1149	LR00014	IVP35	2x	NA	NA	clean	24	NA	putDH	recheck when I have better SNPs	.	.
CIP516006.054	MM1150	1150	LR00014	IVP35	2x	NA	NA	clean	24	NA	putDH	recheck when I have better SNPs	.	.
CIP516006.055	MM1151	1151	LR00014	IVP35	2x	NA	NA	clean	24	NA	putDH	recheck when I have better SNPs	.	.
CIP516006.056	MM1152	1152	LR00014	IVP35	2x	NA	NA	clean	24	NA	putDH	recheck when I have better SNPs	.	.
CIP516006.057	MM1153	1153	LR00014	IVP35	2x	NA	NA	clean	24	NA	putDH	recheck when I have better SNPs	.	.
CIP516006.058	MM1154	1154	LR00014	IVP35	2x	NA	NA	clean	24	NA	putDH	recheck when I have better SNPs	.	.
CIP516006.059	MM1155	1155	LR00014	IVP35	2x	NA	NA	clean	24	NA	putDH	recheck when I have better SNPs	.	.
CIP516006.060	MM1156	1156	LR00014	IVP35	2x	NA	NA	clean	24	NA	atiDH	recheck when I have better SNPs	.	.
CIP516006.061	MM1157	1157	LR00014	IVP35	2x	NA	NA	clean	24	NA	atiDH	recheck when I have better SNPs	.	.
CIP516006.062	MM1158	1158	LR00014	IVP35	3x	NA	NA	clean	24	NA	atiPM	recheck when I have better SNPs	.	.
CIP516006.063	MM1159	1159	LR00014	IVP35	4x	NA	NA	4X-1S-4L-10L	NA	NA	atiPM	recheck when I have better SNPs	.	broken
CIP516006.064	MM1160	1160	LR00014	IVP35	3x	4x	FALSE	clean	24	NA	PM	recheck when I have better SNPs	.	.
CIP516006.065	MM1161	1161	LR00014	IVP35	3x	4x	FALSE	clean	24	NA	PM	recheck when I have better SNPs	.	.
CIP516006.066	MM1162	1162	LR00014	IVP35	3x	4x	FALSE	clean	24	NA	PM	recheck when I have better SNPs	.	.
CIP516006.067	MM1163	1163	LR00014	IVP35	3x	4x	FALSE	clean	24	NA	PM	recheck when I have better SNPs	.	.
CIP516006.068	MM1164	1164	LR00014	IVP35	3x	NA	NA	clean	24	NA	PM	recheck when I have better SNPs	.	.
CIP516006.069	MM1165	1165	LR00014	IVP35	3x	NA	NA	clean	24	NA	PM	recheck when I have better SNPs	.	.
CIP316618.050	MM1166	1166	LR00022	IVP35	4x	4x	TRUE	4x-7S.7L-10L-12S.12L	NA	-7S.7L inducer -10L inducer -12S.12L non-inducer	atiPM	shatter watch	numerical	broken
CIP316618.051	MM1167	1167	LR00022	IVP35	4x	NA	NA	4x+2L-5S.5L	NA	\+2L non-inducer -5S.5L inducer	PM	shatter watch	numerical	.
CIP516012.001	MM1168	1168	LR00026	IVP35	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516012.002	MM1169	1169	LR00026	IVP35	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516012.003	MM1170	1170	LR00026	IVP35	2x	NA	NA	NA	24	NA	putDH	withhold	.	.
CIP516012.004	MM1171	1171	LR00026	IVP35	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516012.005	MM1172	1172	LR00026	IVP35	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516012.006	MM1173	1173	LR00026	IVP35	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516012.007	MM1174	1174	LR00026	IVP35	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516012.008	MM1175	1175	LR00026	IVP35	2x	2x	TRUE	2x+3L+8S.8L-10S	25	non-inducer	putDH	3 and 10 are recurring changes	numerical	.
CIP516012.009	MM1176	1176	LR00026	IVP35	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP316606.050	MM1177	1177	C91640	IVP35	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316330.010	MM1178	1178	Y84027	IVP101	2x	NA	NA	clean	24	NA	atiDH	NA	.	.
CIP316330.011	MM1179	1179	Y84027	IVP35	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316330.012	MM1180	1180	Y84027	IVP35	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316330.013	MM1181	1181	Y84027	IVP35	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316330.014	MM1182	1182	Y84027	IVP35	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316330.015	MM1183	1183	Y84027	IVP35	2x	NA	NA	NA	24	NA	putDH	withhold	.	.
CIP316330.016	MM1184	1184	Y84027	IVP35	2x	NA	NA	NA	24	NA	atiDH	withhold	.	.
CIP316330.017	MM1185	1185	Y84027	IVP35	2x	NA	NA	2x+4S.4L	25	NA	putDH	NA	numerical	.
CIP316330.018	MM1186	1186	Y84027	IVP35	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316330.019	MM1187	1187	Y84027	IVP35	2x	NA	NA	NA	24	NA	putDH	withhold	.	.
CIP316330.020	MM1188	1188	Y84027	IVP35	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316330.021	MM1189	1189	Y84027	IVP35	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316330.022	MM1190	1190	Y84027	IVP35	4x	NA	NA	4x-3L-4S+complex7-11L	NA	NA	atiPM	shatter watch	.	broken
CIP316330.023	MM1191	1191	Y84027	IVP35	4x	NA	NA	4x-12S	NA	NA	atiPM	shatter watch	.	broken
CIP316336.031	MM1192	1192	93.003	IVP35	2x	NA	NA	NA	24	NA	putDH	withhold	.	.
CIP316336.032	MM1193	1193	93.003	IVP35	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316336.033	MM1194	1194	93.003	IVP35	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316336.034	MM1195	1195	93.003	IVP35	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP516004.120	MM1196	1196	WA077	IVP35	4x	4x	TRUE	4x-2S.2L-7S-12S	NA	inducer	PM	shatter watch	numerical	broken
CIP516004.121	MM1197	1197	WA077	IVP35	4x	4x	TRUE	4x-11L-12L	NA	inducer	PM	shatter watch	.	broken
CIP516004.122	MM1198	1198	WA077	IVP35	4x	4x	TRUE	4x-2S.2L-8S	NA	inducer	PM	shatter watch	numerical	broken
CIP516004.123	MM1199	1199	WA077	IVP35	4x	4x	TRUE	4x-3S.3L	NA	non-inducer	PM	NA	numerical	.
CIP516007.044	MM1200	1200	WA077	IVP101	4x	4x	TRUE	4x-5L	NA	-5L inducer	PM	shatter watch	.	broken
CIP516007.045	MM1201	1201	WA077	IVP101	4x	4x	TRUE	4x-6L-9S	NA	-6L inducer -9S inducer	PM	shatter watch	.	broken
CIP516007.046	MM1202	1202	WA077	IVP101	3x	3x	TRUE	clean	24	NA	PM	NA	.	.
CIP516007.047	MM1203	1203	WA077	IVP101	4x	2x	FALSE	clean	24	NA	PM	NA	.	.
CIP516007.048	MM1204	1204	WA077	IVP101	4x	4x	TRUE	4x-5S-7L	NA	NA	atiPM	shatter watch	.	broken
CIP516007.049	MM1205	1205	WA077	IVP101	4x	4x	TRUE	4x-1S.1L-4L-6S.6L	NA	-1S.1L non-inducer -4L non-inducer 6S.6L non-inducer	PM	severe female aneuploidy	numerical	broken
CIP516007.050	MM1206	1206	WA077	IVP101	3x	3x	TRUE	clean	24	NA	PM	NA	.	.
CIP516007.051	MM1207	1207	WA077	IVP101	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516007.052	MM1208	1208	WA077	IVP101	4x	4x	TRUE	clean	24	NA	PM	NA	.	.
CIP516007.053	MM1209	1209	WA077	IVP101	4x	4x	TRUE	4x-6L-11S.11L-12L	NA	-6L unclear -11S.11L non-inducer -12L inducer	PM	shatter watch	numerical	broken
CIP516012.010	MM1210	1210	LR00026	IVP35	4x	4x	TRUE	4x-complex4-10S	NA	-complex4 unknown -10S non-inducer	PM	shatter watch; 3 and 10 are recurring changes	.	broken
CIP516012.011	MM1211	1211	LR00026	IVP35	4x	4x	TRUE	4x-4S-5L	NA	-4S inducer -5L inducer	PM	shatter watch	.	broken
CIP516012.012	MM1212	1212	LR00026	IVP35	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516012.013	MM1213	1213	LR00026	IVP35	4x	4x	TRUE	4x-2S.2L-7L-10S	NA	-2S.2L inducer -7L inducer -10S non-inducer	atiPM	shatter watch	numerical	broken
CIP516012.014	MM1214	1214	LR00026	IVP35	4x	4x	TRUE	4x-1S-2S.2L-5L	NA	-1S inducer -2S.2L inducer -5L inducer	PM	shatter watch	numerical	broken
CIP516012.015	MM1215	1215	LR00026	IVP35	4x	4x	TRUE	4x-3S-12L	NA	-3S unclear -12L inducer	PM	shatter watch	.	broken
CIP516012.016	MM1216	1216	LR00026	IVP35	4x	4x	TRUE	4x-3S	NA	-3S unclear	PM	shatter watch	.	broken
CIP516012.017	MM1217	1217	LR00026	IVP35	3x	3x	TRUE	3x-2S.2L	35	non-inducer	PM	NA	numerical	.
CIP516012.018	MM1218	1218	LR00026	IVP35	4x	4x	TRUE	4x-3S-11S.11L	NA	-3S unclear -11S.11L non-inducer	PM	shatter watch	numerical	broken
CIP516012.019	MM1219	1219	LR00026	IVP35	4x	4x	TRUE	4x-6S.6L	NA	non-inducer	PM	NA	numerical	.
CIP516012.020	MM1220	1220	LR00026	IVP35	4x	4x	TRUE	4x-10S+12S.12L	NA	-10S non-inducer + 12S.12L non-inducer	PM	NA	numerical	broken
CIP516012.021	MM1221	1221	LR00026	IVP35	4x	4x	TRUE	4x-2S.2L-10L	NA	-2S.2L inducer -10L inducer	PM	NA	numerical	broken
CIP516016.001	MM1222	1222	LR00026	IVP101	4x	4x	TRUE	clean	NA	NA	PM	shatter watch; SNP on chr01 suggest inducer deficiency	.	.
CIP516016.002	MM1223	1223	LR00026	IVP101	4x	4x	TRUE	4x-6L-11S	NA	inducer	PM	shatter watch	.	broken
CIP516016.003	MM1224	1224	LR00026	IVP101	4x	4x	TRUE	4x-3S-3S-3L-9L-10S	NA	-3S inducer -3S inducer -3L inducer -9L inducer -10S unclear	PM	NA	numerical	broken
CIP315030.100	MM1225	1225	LR00026	PL4	4x	4x	TRUE	4x-3S.3L+complex6-9S.9L	NA	-3S.3L non-inducer complex6 unclear -9S.9L non-inducer	PM	shatter watch	numerical	broken
CIP315030.101	MM1226	1226	LR00026	PL4	4x	4x	TRUE	clean	NA	NA	PM	NA	.	.
CIP315030.102	MM1227	1227	LR00026	PL4	4x	4x	TRUE	4x-1S.1L-3S.3L+5S-5L-6S	NA	-1S.1L inducer -3S.3L inducer +5S inducer -5L inducer -6S inducer	PM	shatter watch	numerical	broken
CIP315030.103	MM1228	1228	LR00026	PL4	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP315030.104	MM1229	1229	LR00026	PL4	2x	2x	TRUE	2x+6S.6L	25	non-inducer	putDH	NA	numerical	.
CIP315030.105	MM1230	1230	LR00026	PL4	2x	2x	TRUE	2x+8S.8L	25	non-inducer	putDH	NA	numerical	.
CIP315030.106	MM1231	1231	LR00026	PL4	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
